REGION;DEPARTEMENT;NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;coordonnees_finales;coordonnees_ban;coordonnees_cp
HAUTS-DE-France;AISNE;Musée Antoine Lecuyer;0269102;28, Rue Antoine Lecuyer;02100;SAINT-QUENTIN;0323069398;0323050508;www.museeantoinelecuyer.fr/ ou www.mquentindelatour.com/;1er janvier, 1er mai, dimanche de la Pentecôte, 14 juillet, 1er novembre et 25 décembre;Ouvert du mardi au dimanche de 14h à 18h;;01/02/2003;;49.849891, 3.285398;49.849891, 3.285398;49.8685441759, 3.30178111999
HAUTS-DE-France;AISNE;Musée Alexandre Dumas;0281001;24, Rue Demoustiers;02600;VILLERS COTTERETS;0323962330;0323960625;Site de la mairie - www.mairie-villerscotterets.fr;Jours fériés;Ouvert du mercredi au lundi de 14h à 17h, dimanche de 14h à 18h;;01/02/2003;;49.253009, 3.089691;49.253009, 3.089691;49.2730511855, 3.12339772854
HAUTS-DE-France;AISNE;Musée de la Résistance et de la Déportation;0273801;"5, Place Carnegie
Fargniers";02700;TERGNIER;0323579377;0323579377;www.resistance-deportation-picardie.com - www.mrdp-picardie.com;1er mai, 1er  novembre 24, 25, 31 décembre et le 1er janvier;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h, 9h pour les groupes, le dimanche de 14h30 à 18h30;;01/02/2003;;49.6402663387, 3.29629531322;;49.6402663387, 3.29629531322
NORMANDIE;CALVADOS;Musée de Trouville - Villa Montebello;1471501;64, Rue du Général Leclerc;14360;TROUVILLE-SUR-MER;0231881626;0231885254;http://www.trouvillesurmer.org;17 novembre 2014 au printemps 2015;Ouvert du 1er octobre au 31 mai le mercredi, jeudi et vendredi de 14h à 17h30, les week-ends, vacances scolaires et jours fériés de 10h à 12h et de 14h à 17h30, du 1er juin au 30 septembre (y compris les jours fériés) du mercredi au dimanche de 10h à 12h;;01/02/2003;;49.37135, 0.083538;49.37135, 0.083538;49.3720315323, 0.101175755838
NORMANDIE;CALVADOS;Musée de Normandie;1411802;Le Château;14000;CAEN;0231304760;0231304769;www.musee-de-normandie.fr;1er janvier, dimanche de Pâques, 1er mai, Ascension, 1er novembre, 25 décembre;Ouvert de 9h30 à 12h30 et de 14h à 18h le lundi et du mercredi au vendredi et de 11h à 18h le week-end et jours fériés du 2 novembre au 31 mai (Lundis de Pâques et de Pentecôte compris) et du 1er juin au 31 octobre tous les jours;;06/01/2002;;49.162021, -0.345096;49.162021, -0.345096;49.1850251668, -0.370004009634
NORMANDIE;SEINE-MARITIME;Musée-Maison Natale Pierre Corneille;7654009;4, Rue de la Pie;76000;ROUEN;0235712882;0235700156;Site des musées de la région ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/;Fermé les jours fériés, sauf le lundi de Pentecôte et le lundi de Pâques;Ouvert du mardi au vendredi de 9h à 12h (sur réservation) et de 13h30 à 17h30, les samedis et les dimanches de 14h à 18h;;01/02/2003;;49.443051, 1.086748;49.443051, 1.086748;49.4414760352, 1.09318612833
NORMANDIE;MANCHE;Musée du Granit;5052501;Le Bourg;50670;SAINT-MICHEL-DE-MONTJOIE;0233590222;0233793545;www.sitesetmusees.manche.fr;Du 15 décembre au 15 janvier, 1er mai;Ouvert en avril et mai les dimanches et jours fériés de 14h à 18h, en juin du mercredi au lundi de 14h à 18h, en juillet-Août tous les jours de 14h à 19h et septembre les week-end de 14h à 18h;;01/02/2003;;48.751916, -1.038517;48.751916, -1.038517;48.7535750517, -1.07740488104
NORMANDIE;CALVADOS;Château de Saint-Germain de Livet;1458201;;14100;SAINT-GERMAIN DE LIVET;0231310003;0231310003;www.lintercom.fr;1er mai, du 1er décembre au 31 janvier, et du 1er octobre au 15 octobre;Ouvert de début janvier au 31 mars le week-end de 14h à 18h, du 1er avril au 30 juin du mardi au dimanche de 11h à 13h et de 14h à 18h,  en juillet-août tous les jours de 11h à 18h et du 1er septembre au 6 novembre du mardi au dimanche de 11h à 13h et de;;01/02/2003;;49.074299, 0.191032;49.074299, 0.191032;49.1310255033, 0.259106150918
NORMANDIE;MANCHE;Musée Quesnel-Morinière;5014701;2, Rue Quesnel-Morinière;50200;COUTANCES;0233070788;0233467452;www.ville-coutances.fr/musee.php;Jours fériés - Vacances scolaires de Noël;Ouvert le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h, le dimanche de 14h à 17h, juillet-août tous les jours de 10h à 12h et de 14h à 18h;;01/02/2003;;49.047263, -1.446668;49.047263, -1.446668;49.0681244032, -1.4630459353
NORMANDIE;SEINE-MARITIME;Musée Industriel de la Corderie Vallois;7647401;185, Route de Dieppe;76960;NOTRE-DAME-DE-BONDEVILLE;0235743535;0235745845;www.corderievallois.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert tous les jours de 13h30 à 18h;;01/02/2003;;49.494507, 1.048567;49.494507, 1.048567;49.4877534102, 1.0549887883
NORMANDIE;SEINE-MARITIME;La Maison de l'Armateur;7635105;"3, Quai de l'Ile
(Quartier Saint-François)";76600;LE HAVRE;0235190985;0235267669;Site de la ville - www.ville-lehavre.fr;1er janvier, 1er et 8 mai, 14 juillet, 11 novembre, 25 décembre;Ouvert du 1er avril au 31 octobre du mercredi au  lundi de 10h à 12h30 et de 13h45 à 18h et du 1er novembre au 31 mars de 10h30 à 12h30 et e 13h45 à 17h30;;01/02/2003;;49.4965610328, 0.1402707121;;49.4965610328, 0.1402707121
NORMANDIE;SEINE-MARITIME;Musée du Prieuré;7634101;"Mairie d'Harfleur
50, Rue de la République 
B.P. 97";76700;HARFLEUR;0235454062;0235133019;site de la région;;Ouvert de juin à septembre du mercredi, samedi, dimanche de 15h à 18h, en juillet-août du mercredi au dimanche et d'octobre à ma, les mercredis, samedis et dimanches de 15h à 18h;;01/02/2003;;49.4973035255, 0.236903290282;;49.4973035255, 0.236903290282
NORMANDIE;MANCHE;Musée Thomas Henry;5012902;"Le Quasar
Esplanade de la Laïcité";50100;CHERBOURG-EN-COTENTIN;0233233930;0233233931;www.ville-cherbourg.fr;;Ouvert du mardi au vendredi de 10h à 12h30 et de 14h à 18h, le samedi et dimanche de 13h à 18h;;01/02/2003;;49.6331832109, -1.6338586934;;49.6331832109, -1.6338586934
NOUVELLE-AQUITAINE;HAUTE VIENNE;Musée Municipal des Beaux-Arts de Limoges - Palais de l'Evêché;8708501;1, Place de l'Evêché;87000;LIMOGES;0555459810;0555344414;www.museebal.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du 1er avril au 30 septembre de 10h à 18h du mercredi au lundi et du 1er octobre au 31 mars, le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h et le dimanche de 14h à 17h;;18/07/2002;;45.828784, 1.265445;45.828784, 1.265445;45.8544056025, 1.24905166141
NOUVELLE-AQUITAINE;LOT ET GARONNE;Musée du Liège et du Bouchon;4716701;Rue du Puits Saint Côme;47170;MEZIN;0553656816;0553656816;www.ville-mezin.fr/musee.html;1er juin, 25 décembre;Ouvert du 1er avril au 1er juin du mardi au vendredi et le dimanche de 14h à 18h, du 2 juin au 30 septembre du mardi au vendredi de 10h à 12h30 et de 14h à 18h et du samedi au lundi de 14h à 18h, en octobre du mardi au vendredi de 14h à 18h;;29/08/2006;;44.056911, 0.25639;44.056911, 0.25639;44.0578455097, 0.199141887722
NOUVELLE-AQUITAINE;VIENNE;Musée du baptistère Saint-Jean;8619404;Rue Jean Jaurès;86000;POITIERS;0549412124;0549886584;www.musees-poitiers.org ou www.alienor.org;25 décembre, 1er janvier, 1er mai;Ouvert du 1er avril au 30 septembre de 10h30 à 12h30 et de 15h à 18h du mercredi au lundi en juillet-août tous les jours de 10h30 à 12h30 et de 15h à 18h et du 1er octobre au 31 mars tous les jours de 14h30 à 16h30;;01/02/2003;;46.580519, 0.346104;46.580519, 0.346104;46.5833929687, 0.359226445482
NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;Musée Gallo-Romain de Claracq;6419001;Route du château;64330;CLARACQ;0967138669;;https://www.musee-claracq.com/;15 décembre au 15 janvier et jours fériés;Ouvert de mai à juin du mardi au samedi de 14h à 18h, en juillet-août du lundi au dimanche de 10h à 12h30 et de 14h à 19h, de septembre à octobre du mardi au samedi de 14h à 18h. Exclusivement sur rendez-vous de novembre à avril;;10/07/2017;;43.514297, -0.303415;43.514297, -0.303415;43.5418563695, -0.226283256585
NOUVELLE-AQUITAINE;LOT ET GARONNE;Musée du Château Henri IV;4719501;Rue Henri IV;47600;NERAC;0553652111;0553970835;Site des musées aquitains ou www.nerac.fr;Décembre, janvier, 1er week-end de mai et 3ème lundi de septembre;Ouvert de fin mai à mi-septembre tous les jours de 10h à 18h;;01/02/2003;;44.135039, 0.340028;44.135039, 0.340028;44.1055283712, 0.389815997319
NOUVELLE-AQUITAINE;LANDES;Ecomusée de la Grande Lande;4024601;Route de Soférino;40630;SABRES;0558083131;0558075685;www.marqueze.fr;;Ouvert en basse saison (avril au 31 mai et 15 septembre au 4 novembre du lundi au samedi de 14h à 16h40, dimanche et jours fériés de 10h à 12h et de 14h à 16h40, en haute saison tous les jours de 10h à 12h et de 14h à 16h40, fermeture à 18h ou 19h;;01/02/2003;;44.149086, -0.751331;44.149086, -0.751331;44.158641182, -0.72802164635
NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;Muséum d'Histoire Naturelle;6410203;"Hôtel de ville
1, Avenue Maréchal Leclerc";64100;BAYONNE;0559591510;0559571512;www.museum.bayonne.fr;1er janvier, 1er mai, 1 et 11 novembre, 25 décembre, semaine des fêtes de Bayonne;Ouvert du 15 avril au 14 octobre du mardi au dimanche de 10h30 à 12h30 et de 13h30 à 18h et du 15 octobre au 14 avril du mardi au vendredi de 13h30 à 17h samedi, dimanche de 11h à 12h30 et de 13h30 à 17h;;01/02/2003;;43.4922522445, -1.46647823758;;43.4922522445, -1.46647823758
NOUVELLE-AQUITAINE;LANDES;Musée Municipal;4028201;Rue du Général Lamarque;40500;SAINT-SEVER;0559056171;;http://www.saint-sever.fr/culture_musee.htm;;Ouvert de juillet à septembre de 14h30 à 18h;;01/02/2003;;43.758576, -0.572238;43.758576, -0.572238;43.7482690127, -0.55557337698
NOUVELLE-AQUITAINE;GIRONDE;Musée Municipal;3354701;Maison Braneyre Impasse Dupeyron;33730;VILLANDRAUT;0556253141;;;;;;01/02/2003;;44.457128, -0.373182;44.457128, -0.373182;44.4367877198, -0.375967403077
NOUVELLE-AQUITAINE;GIRONDE;Musée Historique ou du Vieux Libourne (Robin);3324302;;33500;LIBOURNE;;;;;;;01/02/2003;;44.91465, -0.244728;44.91465, -0.244728;44.9225723992, -0.234534859794
NOUVELLE-AQUITAINE;CHARENTE-MARITIME;Muséum d'Histoire Naturelle;1730006;28, Rue Albert 1er;17000;LA ROCHELLE;0546411825;0546506365;www.museum-larochelle.fr/;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert de juillet à septembre du mardi au vendredi de 10h à 19h, le samedi de 14h à 19h, dimanches et jours fériés de 14h à 19h, premier samedi du mois de 14h à 21h, premier dimanche du mois de 10h à 19h, et d'octobre à juin du mardi au vendredi de 9h à 1;Premiers samedis de 10h à 21h de janvier à juin;06/01/2002;;46.164822, -1.151488;46.164822, -1.151488;46.1620724166, -1.17485679534
NOUVELLE-AQUITAINE;CHARENTE-MARITIME;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;1729903;63-65 avenue de Gaulle;17300;ROCHEFORT;0546829160;0546829176;Site de la ville;Janvier, 1er mai, 25 décembre;Ouvert du 1er février au 14 juin et du 1er octobre au 31 décembre du mardi au vendredi de 10h30 à 12h30 et de 14h à 18h et le week-end de 14h à 18h. Du 15 juin au 30 septembre  du mardi au vendredi de 10h30 à 12h30 et de 14h à 19h et le week-end de 14h à;;28/03/2002;;45.935533, -0.96181;45.935533, -0.96181;45.9492956651, -0.975348891655
NOUVELLE-AQUITAINE;CHARENTE-MARITIME;Musée Cappon;1721801;62, Rue d'Aligre;17230;MARANS;0546011287;0546359736;www.alienor.org;Jours fériés;Ouvert du 1er janvier au 31 mars et du 1er octobre au 31 décembre du lundi au mercredi et le vendredi de 9h30 à 12h30 et de 14h à 17h30 et le jeudi de 9h30 à 12h30, du 1er avril au 30 juin et en septembre du lundi au mercredi et le vendredi de 9h30 à 12h3;;01/02/2003;;46.309723, -0.991941;46.309723, -0.991941;46.286014889, -1.01509211949
NORMANDIE;SEINE-MARITIME;Musée Victor Hugo;7674201;Quai Victor Hugo;76490;VILLEQUIER;0235567831;0235560489;www.museevictorhugo.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert lundi, mercredi à samedi de 10h à 12h30 et de 14h à 18h, dimanche de 14h à 18h (17h30 du 1er octobre au 31 mars);;01/02/2003;;49.510304, 0.672863;49.510304, 0.672863;49.5497184764, 0.687731909353
NOUVELLE-AQUITAINE;CHARENTE;Atelier - Musée du Papier;1601502;134, Rue de Bordeaux;16000;ANGOULEME;0545927343;0545921599;www.musee-du-papier.fr;Jours fériés;Ouvert du mardi au dimanche de 14h à 18h;;01/02/2003;;45.653356, 0.149932;45.653356, 0.149932;45.6474756307, 0.145191503645
NORMANDIE;SEINE-MARITIME;Association de l'Horlogerie Aliermontaise;7662401;"Ville de Saint-Nicolas d'Aliermont
B.P. 13";76510;SAINT-NICOLAS-D'ALIERMONT;0235045398;0235856008;www.musee-horlogerie-aliermont.fr;Janvier à mi-février, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du 1er juin au 30 septembre du mardi au dimanche de 10h à 12h et de 14h à 18h, du 1er octobre au 31 décembre et du 16 février au 31 mai du mercredi au dimanche de 14h30 à 18h. Toute l'année sur réservation pour les groupes;;01/02/2003;;49.8421027228, 1.24198039608;;49.8421027228, 1.24198039608
NOUVELLE-AQUITAINE;CHARENTE-MARITIME;Musée Ernest Cognacq;1736901;"Hôtel de Clerjotte
13, avenue Victor Bouthillier";17410;SAINT-MARTIN-DE-RE;0546092122;0546097560;www.musee-ernest-cognacq.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du 1er octobre au 31 mars de 10h à 12h et de 14h à 17h, le week-end et jours fériés de 14h à 17h - du 1er avril au 30 juin, et septembre de 10h à 13h et de 14h à 18h, le week-end et jours fériés de 14h à 18h en juillet-août de 10h à 19h;;01/02/2003;;46.1993348422, -1.36709040482;;46.1993348422, -1.36709040482
NOUVELLE-AQUITAINE;CHARENTE-MARITIME;Musée Protestant;1730005;2, Rue Saint-Michel;17000;LA ROCHELLE;0546508803;;www.protestantisme-museelarochelle.fr;;Ouvert du 22 juin au 21 septembre du lundi au samedi de 14h30 à 18h, et sur rendez-vous en dehors de la saison;;01/02/2003;;46.159482, -1.150024;46.159482, -1.150024;46.1620724166, -1.17485679534
NOUVELLE-AQUITAINE;CHARENTE;Musée Archéologique et Historique;1601503;44, Rue de Montmoreau;16000;ANGOULEME;0545949075;0545949075;site de société archéologique - www.sahc-charente.org;;;;01/02/2003;;45.647813, 0.160838;45.647813, 0.160838;45.6474756307, 0.145191503645
NOUVELLE-AQUITAINE;DORDOGNE;Musée-Aquarium;2452001;Site Bella-Riva;24100;CREYSSE;0553232045;0553232045;;;;;01/02/2003;;44.85459, 0.564772;44.85459, 0.564772;44.8574412518, 0.495284602644
ÎLE-DE-France;VAL D'OISE;Musée de la Renaissance - Château d'Ecouen;9520501;Château;95440;ECOUEN;0134383850;0134383878;www.musee-renaissance.fr ou www.musee-château-ecouen.fr;Les 1er janvier, 1er mai et 25 décembre;Ouvert du 1er octobre au 15 avril de 9h30 à 12h45 et de 14h à 17h15 et du 16 avril au 30 septembre de 9h30 à 12h45 et de 14h à 17h45;;06/01/2002;;49.015861, 2.378418;49.015861, 2.378418;49.0257365877, 2.38491446746
ÎLE-DE-France;SEINE ET MARNE;Musée du Château de Fontainebleau;7718601;Château de Fontainebleau;77300;FONTAINEBLEAU;0160715070;0160715071;www.châteaudefontainebleau.fr;1er janvier, 1er mai, 25 décembre;Ouvert de 9h30 à 17h d'octobre à mars et de 9h30 à 18h d'avril à septembre;;06/01/2002;;48.401659, 2.700845;48.401659, 2.700845;48.406592674, 2.68078145585
MARTINIQUE;MARTINIQUE;Musée Volcanologique Franck Arnold Perret;9722501;Rue Victor Hugo;97250;SAINT-PIERRE;0596781516;0596781693;http://saintpierre-martinique.fr/musee-franck-perret/;1er janvier;Ouvert tous les jours de 9h à 17h;;01/02/2003;;14.74303, -61.176361;14.74303, -61.176361;14.777738804, -61.1678676514
LA REUNION;REUNION;Muséum d'Histoire Naturelle;9741102;1, rue Poivre;97400;SAINT-DENIS DE LA REUNION;0262200219;0262213393;http//www.cg974.fr/museum;1er mai;Ouvert du mardi au dimanche et jours fériés de 9h30 à 17h30;;06/01/2002;;-20.887712, 55.451452;-20.887712, 55.451452;-20.9331449895, 55.4471125463
ÎLE-DE-France;SEINE SAINT-DENIS;Musée Municipal;9307001;12, Rue Albert Dhalenne;93400;SAINT-OUEN;0149489520;0149489528;www.saint-ouen.fr/la-ville-en-action/decouvrir-la-ville/histoire-et-patrimoine/musee-dart-et-dhistoire/;;;;01/02/2003;;48.916536, 2.330208;48.916536, 2.330208;48.9096159679, 2.33315490092
ÎLE-DE-France;SEINE ET MARNE;Musée Bossuet;7728401;"Cité Episcopale
5, Place Charles de Gaulle";77100;MEAUX;0164348445;0160233752;www.musee-bossuet.fr;1er Janvier, 1er Mai, 14 Juillet et 25 Décembre;Ouvert du mercredi au lundi d'avril à septembre de 10h à 12h et de 14h à18h, et du mercredi au samedi d'octobre à mars de 10h à 12h et de 14h à 17h et le dimanche de 14h à 17h;;01/02/2003;;48.9417341013, 2.89233400365;;48.9417341013, 2.89233400365
LA REUNION;REUNION;Musée Historique de Villèle;9743501;"Domaine Panon-Desbassayns-Villèle
B.P. N° 2";97435;SAINT-GILLES-LES-HAUTS;0262556410;0262555191;Site internet du Conseil général - http//www.cg974.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche et les jours fériés de 9h30 à 12h30 et de 13h30 à 17h30;;01/02/2003;;-21.044558662, 55.3221880362;;-21.044558662, 55.3221880362
BRETAGNE;COTES D'ARMOR;Musée Mathurin Meheut;2209301;Place du Martray;22400;LAMBALLE;0296311999;0296501979;www.musee-meheut.fr;Janvier à avril - 20 mai, 14 juillet, 11 novembre et 25 décembre;Ouvert d'avril à mai et en septembre, octobre du mardi au samedi de 10h à  12h et de 14h à 18h, en  juillet-août du mardi au samedi de 10h à 12h30 et de 14h à 18h, le dimanche et lundi de 14h à 18h, de novembre à décembre du mardi au samedi de 14h à 17h.;;02/05/2002;;48.469304, -2.515526;48.469304, -2.515526;48.5016489284, -2.50647227729
BOURGOGNE-FRANCHE-COMTE;YONNE;Musée de l'Avallonnais;8902501;5, Rue du Collège;89200;AVALLON;0386340319;0386316367;www.museeavallonnais.fr- site des musées de Bourgogne - site ville;Fin des vacances de la Toussaint au début des vacances de février;Ouvert durant les vacances scolaires toutes zones et du du 1er avril au 30 septembre de 14h à 18h. Week-ends et jours fériés et le 11 novembre de 14h à 18h;;01/02/2003;;47.486968, 3.906795;47.486968, 3.906795;47.510162817, 3.88913580057
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Museum d'Histoire Naturelle Jacques de La Comble;7101404;14, Rue Saint-Antoine;71400;AUTUN;0385520915;0385863878;www.autun.com/tourisme/museum.php;Jours fériés;Ouvert en juin du lundi au vendredi de 14h à 17h30, en juillet et août du mercredi au dimanche de 14h à 17h30, durant les autres périodes le mercredi de 17h à 17h et sur rendez-vous pour les autres jours;;06/01/2002;;46.947996, 4.301812;46.947996, 4.301812;46.9658637429, 4.31686540744
BOURGOGNE-FRANCHE-COMTE;YONNE;Musée de l'Aventure du Son;8934401;Place de l'hôtel de ville;89170;SAINT-FARGEAU;0386741306;0386741306;www.aventureduson.fr;1er novembre, 25 décembre, 1er janvier;Ouvert en mars, avril, octobre du mercredi au lundi de 14h à 18h, de mai à septembre tous les jours de 10h à 12h et de 14h à 18h. Hors périodes d'ouverture sur rdv pour les groupes;;23/06/2008;;47.641177, 3.070647;47.641177, 3.070647;47.6325308017, 3.04724624104
BOURGOGNE-FRANCHE-COMTE;YONNE;Muséum - Maison de l'Eau;8902401;5, Boulevard Vauban;89000;AUXERRE;0386729640;0386729649;Site des musées de Bourgogne;Jours fériés et du 24 décembre au 1er janvier;Ouvert du lundi au vendredi de 13h30 à 17h30 et le dimanche de 14h à 17h30, les scolaires et les groupes sont accueillis du lundi au vendredi de 8h à 12h et de 13h30 à 17h30;;01/02/2003;;47.796936, 3.564362;47.796936, 3.564362;47.8006402501, 3.56347649804
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Hôtel Dieu - Musée Greuze;7154301;21, rue de l'hôpital;71700;TOURNUS;0385512350;0385513657;Site des musées de Bourgogne;1er mai;Ouvert du dernier week-end de mars au premier week-end de novembre de 10h à 13h et de 14h à  18h. Accueil de groupes toute l'année;;01/02/2003;;46.562137, 4.910839;46.562137, 4.910839;46.545844055, 4.87188465339
BOURGOGNE-FRANCHE-COMTE;SAONE ET LOIRE;Musée de la Mine;7104001;34, rue du Bois Clair;71450;BLANZY;0385682285;0385681665;www.ecomusee-creusot-montceau.fr Site des musées de Bourgogne et de l'écomusée;;"d'avril à fin octobre les samedi, dimance et jours fériés de 14h à 19h30
de juillet à fin août tous les jours sauf le mardi de 14h à 19h30";;01/02/2003;;46.701488, 4.382962;46.701488, 4.382962;46.7042190085, 4.39304672537
