ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_18;2015-06;Poitou Charentes;3504;3479;25;305;91.2;10.4;Difficultés liées aux fortes  ainsi que difficultés liées à la mise en service du nouveau système de télécommande des aiguilles à St Benoit (Sud Poitiers).
TER_9;2015-07;Franche Comté;5659;5629;30;421;92.5;12.4;
TER_14;2015-07;Midi Pyrénées;8323;8217;106;680;91.7;11.1;"1. Externe (166 circ.)
2. Matériel TER (105 Circ.)
3. Dérangements d'installations (96 Circ.)
4. ADC TER (87 Circ.)"
TER_20;2015-07;Rhône Alpes;27129;26601;528;3408;87.2;6.8;Comme en juin , les impacts de l'externe ( intempéries…) et de l'Infrastructure sont encore importants sur juillet
TER_1;2015-08;Alsace;16188;16081;107;526;96.7;29.6;
TER_2;2015-08;Aquitaine;8351;8192;159;1004;87.7;7.2;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. 
Fortes chaleurs en août, des restrictions de vitesse des trains ont été mise en place pour préserver les installations (voie et caténaire). Forte affluence voyageurs notament sur les lignes Bordeaux Arcachon et Bordeaux Hendaye."""
TER_5;2015-08;Bourgogne;6762;6672;90;528;92.1;11.6;"Après une première semaine marquée par 3 incidents lourds, 16 journées consécutives ont été au-dessus de l’objectif.
Les mesures post-déshuntage sur l’axe Cosne – Nevers du 25 au 30/08 pèsent pour 1% sur le résultat global mensuel.
particulièrement la Bourgogne Nord.
Les résultats sur le périurbain de l’étoile dijonnaise sont très bons.
Le plan de transport adapté sur la coupure de ligne Montchanin – Cercy La Tour tient bien (très peu de réclamations clients) avec de bons résultats production (« Dijon – Nevers » et Montchanin – Paray).
L’axe Paris – Laroche est logiquement impacté par le RVB de Champigny S/ Yonne, chantier d’un mois qui a conduit à une adaptation « importante » et à des effets LTV."
TER_13;2015-08;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_3;2015-09;Auvergne;6106;5988;118;359;94.0;15.7;Événements externes (Intrusion, malveillance, ...), dérangements d'installations, problèmes matériels
TER_4;2015-09;Basse Normandie;3165;3121;44;151;95.2;19.7;A l'image de l'année dernière le mois de septembre montre une amélioration par rapport à l'été. Le mois a été marqué par de nombreux évènements exterieurs qui ont fortement impacté la production notament au niveau des suppressions (obstacles, travaux, accident de personne...)
TER_10;2015-09;Haute Normandie;5881;5826;55;299;94.9;18.5;
TER_11;2015-09;Languedoc Roussillon;4835;4755;80;597;87.4;7.0;
TER_13;2015-09;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_1;2015-10;Alsace;19454;19261;193;802;95.8;23.0;Travaux d’infrastructure et nombreux heurts avec gibiers
TER_2;2015-10;Aquitaine;8739;8470;269;1036;87.8;7.2;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. 
Incidents du mois: Collision avec un camion à Preignac, Détresse Euro Cargo Rail à Libourne, Bris de barrière au PN de Malause, Accident de personne à Labourheyre """
TER_11;2015-10;Languedoc Roussillon;4448;4391;57;498;88.7;7.8;
TER_20;2015-10;Rhône Alpes;28761;28386;375;3281;88.4;7.7;"Octobre est en amélioration  par rapport à septembre  sur les 2 items; les événements externes et Infrastructure sont les plus prépondérants  dans ce mois"
TER_2;2015-11;Aquitaine;8502;8219;283;1370;83.3;5.0;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. De fortes contraintes d'exploitation des matériels X73500 pénalisent les circulations en sud Aquitaine  
Incidents du mois : déraillement d’un train de chantier à Aiguillon, multiples bagages abandonnés nécessitant l’intervention des démineurs, détresse infrarail à st Loubes, incident caténaire au Verdon"""
TER_3;2015-11;Auvergne;5200;5017;183;555;88.9;8.0;Événements externes, Problèmes matériels, dérangements d'installations
TER_6;2015-11;Bretagne;7911;7832;79;647;91.7;11.1;
TER_9;2015-11;Franche Comté;5536;5492;44;543;90.1;9.1;18 TER supprimés suite à l'interdiction de l'EPSF de circuler 73500 en US. Concernant les TER en retard, une journée difficile suite à l'incendie d'une sous-station
TER_11;2015-11;Languedoc Roussillon;4428;4310;118;680;84.2;5.3;
TER_14;2015-11;Midi Pyrénées;7701;7418;283;974;86.9;6.6;"1. Externe (253 circ.)Dérangements d'installations (174 Circ.)
2. Matériel TER (126 circ.)
3. ADC TER (118 circ.)
4. Escale - Prise en charge client (116 Circ.)"
TER_2;2015-12;Aquitaine;8469;7920;549;1109;86.0;6.1;"Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. De fortes contraintes d'exploitation des matériels X73500 pénalisent les circulations en sud Aquitaine  
Incidents du mois : ralentissements suite à déshuntage à Pau, droit de retrait des contrôleurs suite à agression à Biarritz , accident de personne en gare de Bordeaux"
TER_6;2015-12;Bretagne;8447;8344;103;412;95.1;19.3;
TER_2;2016-01;Aquitaine;8409;8135;274;1045;87.2;6.8;"Les travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. De fortes contraintes d'exploitation des matériels X73500 pénalisent également fortement les circulations
Incidents du mois : circulaion en catégorie C à Bordeaux, fontis à Urt, intervention police à Castillon, heurt d'un chevreuil par un TGV à Bassens....."
TER_18;2016-01;Poitou Charentes;3481;3405;76;419;87.7;7.1;Plusieurs limitations temporaires de vitesse à Beillant depuis le 3/12/15. L'impact sur les axes Saintes-Bordeaux et Saintes-Angoulême représente 5,5% d'irrégularité sur le mois.
TER_19;2016-01;Provence Alpes Côte d'Azur;15923;15387;536;1952;87.3;6.9;Début d'année en amélioration  , favorisé par la baisse des incidents externes et des dérangements  liés à l’infrastructure.
TER_7;2016-02;Centre;8476;8326;150;624;92.5;12.3;"Un mois à l'objectif pour les lignes Centre, avec les 2/3 des journées au dessus de l'objectif du mois (91,5%). On
pourra toutefois noter que la plus mauvaise journée est due aux conditions climatiques : le passage des vents
violents des 09 et 13 février et son cortège d'arbres , branches sur les voies/la caténaire. Malgré l'ampleur de
l'incident ( 5 lignes impactées, de nombreux TER retards et/ou supprimé) tous nos voyageurs ont été pris en charge . A noter enfin le bon résultat quant à la gestion des correspondances qui amorcent une nette baisse pour le second
mois consécutif."
TER_9;2016-02;Franche Comté;5497;5441;56;433;92.0;11.6;
TER_12;2016-02;Limousin;4045;3948;97;295;92.5;12.4;"De manière générale, les principaux retards en février sont liés :
• Aux défaillances de l’infrastructure pour 2,2 points suite en particulier à des dérangements du système d’exploitation de la ligne 8, mais aussi tout un lot de PN particulièrement ciblés sur ligne 2 et des dérangements de block sur ligne 4.
• Aux causes externes pour 2,5 points  avec des  divagations ou heurts  de bestiaux, des chutes d’arbres, et un choc avec un tracteur.
• Aux défaillances du matériel roulant (1,10 point), en nette diminution par rapport au mois précédent avec des avaries de portes, des difficultés de formation d’UM, d’isolements de moteurs… et encore des difficultés de gestion des rames au dépôt entrainant des sorties tardives. 
•  Aux correspondances et prises en charge clientèle (0,5 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,3 point.
Suppressions :
•  pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
• 5 suppressions suite réutilisation des ressources 
• suppression pour absences et/ou défaut de contrôleur.
• suppressions suite au dérangement du système d’exploitation de la ligne 8.
• suppressions liées à une avarie de caténaires
• suppressions suite problème de signalisation
• suppressions pour causes externes : divagations d’animaux, heurts avec arbres et choc avec tracteur
• suppressions suite panne d’un train Fret
• suppressions suite absence d’agent circulation"
TER_17;2016-02;Picardie;10702;10402;300;1014;90.3;9.3;Mise en place d'une limitation de la vitesse entre Corcy et Villers-Cotterêts suite à un glissement de terrain au niveau d'un talus, lourd impact sur la régularité.
TER_18;2016-02;Poitou Charentes;3396;3321;75;487;85.3;5.8;S'est ajouté en février à la limitation de vitesse temporaire de Beillant l'incendie de la gare de Pons, détruisant les installations pour comander les signaux, passages à niveau, etc.
TER_1;2016-03;Alsace;18446;18254;192;757;95.9;23.1;Maintien du ralentissement à 10 km/h  entre Bourg-Bruche et St-Blaise-la-Roche-Poutay pour des raisons de sécurité.
TER_2;2016-03;Aquitaine;8043;7873;170;819;89.6;8.6;"Les travaux en gare de Bordeaux, mais également sur l'ensemble du territoire Aquitain, mettent en difficulté la circulation des trains. 
De fortes contraintes d'exploitation des matériels X73500 pénalisent également fortement la production, notamment sur les lignes du sud
Incidents du mois : Intempéries ayant provoqué la disjonction d’un TGV à Mouthiers, des dérangements de signal à Bassens et Ruffec suite à orage, des branches sur voie à Siorac et une adhérence dégradée à Coarraze; Actes de malveillance : interventions de la police à Libourne, Vélines et Castillon, signal d’alarme à Gardonne, incidents barrières de PN à Vélines et Mussidan, jets de pierre à Bergerac; Accidents de personnes à Rochefort et Beautiran; Voyageurs malades à Bayonne, Bordeaux, Libourne et Dax."
TER_16;2015-01;Pays de la Loire;11178;10980;198;941;91.4;10.7;
TER_17;2015-01;Picardie;10847;10698;149;1039;90.3;9.3;Début d'année difficile avec de nombreux actes de malveillance, principalement des colis suspects.
TER_15;2015-02;Nord Pas de Calais;17200;16779;421;1262;92.5;12.3;
TER_1;2015-03;Alsace;19700;19530;170;704;96.4;26.7;
TER_3;2015-03;Auvergne;5652;5602;50;224;96.0;24.0;Problèmes matériels, événements externes, travaux,
TER_6;2015-03;Bretagne;8039;7972;67;390;95.1;19.4;
TER_9;2015-03;Franche Comté;5672;5636;36;310;94.5;17.2;
TER_11;2015-03;Languedoc Roussillon;4382;4293;89;459;89.3;8.4;
TER_13;2015-03;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_14;2015-03;Midi Pyrénées;8706;8524;182;559;93.4;14.2;"1. Externe (157 circ.)
2. ADC TER (130 Circ.)
3. Matériel TER (74 Circ.)
4. Dérangements d'installations (67 Circ.)"
TER_1;2015-04;Alsace;18397;18233;164;521;97.1;34.0;
TER_6;2015-04;Bretagne;8141;8097;44;297;96.3;26.3;
TER_16;2015-04;Pays de la Loire;10970;10886;84;529;95.1;19.6;
TER_8;2015-05;Champagne Ardenne;5741;5687;54;210;96.3;26.1;
TER_13;2015-05;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_15;2015-05;Nord Pas de Calais;17642;17376;266;1152;93.4;14.1;
TER_16;2015-05;Pays de la Loire;9933;9851;82;525;94.7;17.8;
TER_19;2015-05;Provence Alpes Côte d'Azur;15272;14969;303;2110;85.9;6.1;
TER_2;2015-06;Aquitaine;8360;8115;245;1146;85.9;6.1;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. 
Les fortes chaleurs de juin ont impactées fortement la régularité, des restrictions de vitesse des trains ont été mise en place pour préserver les installations (voie et caténaire)."""
TER_6;2015-06;Bretagne;8494;8446;48;362;95.7;22.3;
TER_8;2015-06;Champagne Ardenne;6081;6038;43;322;94.7;17.8;Production perturbée par les fortes chaleurs des 04 + 05 + 30 Juin (ralentissements / dérangements de signaux et de PN / pannes de matériels, …)
TER_20;2015-06;Rhône Alpes;28458;28068;390;3149;88.8;7.9;La production est fortement impactée par des événements Infrastructure et externe en forte hausse.
TER_1;2015-07;Alsace;17170;17012;158;676;96.0;24.2;
TER_3;2015-08;Auvergne;5983;5899;84;429;92.7;12.8;Dérangements d'installations, évenements externes, problèmes matériels
TER_8;2015-08;Champagne Ardenne;5550;5491;59;281;94.9;18.5;"Plusieurs incendies aux abords de la voie (notamment le 02 à St Dizier et le 03 à Changis St Jean) ; Plusieurs arbres tombés sur la voie ou les caténaires suite aux orages (notamment le 13 entre Trilport et Nogent l'Artaud) ; quelques défaillances de matériel (notemment panne du train transilien 117132 à Changis St Jean)"
TER_1;2015-09;Alsace;19628;19475;153;804;95.9;23.2;Recrudescence de dérangements d'infrastructure et d'incidents matériels
TER_2;2015-09;Aquitaine;9135;8947;188;970;89.2;8.2;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. 
Incidents du mois:Fortes intempéries en Lot et Garonne et en Pyrénées Atlantiques en début de mois; Choc anormal à Villenave d'Ornon et panne d'un engin travaux à Ychoux le 17; Accident routier à St Astier et incident caténaire à Dax le 28."""
TER_8;2015-09;Champagne Ardenne;6089;5992;97;331;94.5;17.1;défaillances de matériel + opérations de déminage à Noisy le Sec le 06 + dérangement du poste d'aiguillage de Vaires le 14 + dérangement d'un aiguillage au raccordement LGV de Trois-Puits le 15 + intempéries généralisées sur la région le 16 et arrachage de caténaire le 17 près d'Esbly
TER_19;2015-09;Provence Alpes Côte d'Azur;15924;15444;480;2542;83.5;5.1;
TER_4;2015-10;Basse Normandie;3045;2899;146;185;93.6;14.7;Ce mois d'Octobre, de mannière comparable à l'année dernière, est marqué par les difficultés d'adhérence ainsi que des difficultés de circulations. Cependant ce qui a le plus marqué la production en fin de mois est le droit de retrait qu'ont exercés les conducteurs, sur un certain type de matériel, suite à la dérive d'un train consécutif à un heurt le 20 octobre en Picardie.
TER_5;2015-10;Bourgogne;7778;7690;88;887;88.5;7.7;"Mois marqué par de nombreux incidents  et une forte actualité travaux sur la Bourgogne nord (de Paris à Dijon).
La Bourgogne nord est notamment très marquée par les 3 semaines de travaux préparatoires au RVB Sens – Laroche, dont les conséquences ont été plus importantes que celles attendues sur les travaux principaux du 1er semestre 2016 en matière d’impacts sur le plan de transport (PTA).
De plus, l’axe Paris – Laroche – Dijon cumule plusieurs zones de LTV (Combs La Ville – Lieusaint, Sens – Laroche, Saint Florentin, Montbard…) avec des effets collatéraux en matière de service voyageurs et gestion des correspondances  dans les gares de Laroche et Sens."
TER_8;2015-10;Champagne Ardenne;5824;5789;35;271;95.3;20.4;"motifs de retards divers : dérangements d'installations de signalisation ; incident caténaire à Rethel (le 15) ; accident de personne à Vaires (le 22) ; jets de pierres sur les trains vers Reims (le 22) ; défaillances de matériel ; quelques patinages de trains suite aux chutes de feuilles mortes sur les rails"
TER_13;2015-10;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_15;2015-10;Nord Pas de Calais;18904;18489;415;1822;90.1;9.1;
TER_16;2015-10;Pays de la Loire;11705;11526;179;1020;91.2;10.3;
TER_17;2015-10;Picardie;11405;11206;199;1153;89.7;8.7;Un mois en-dessous de l'objectif avec de nombreuses causes Infra et extérieures, avec notamment le retour des intempéries (adhérence dégradée, patinage…), mais également de nombreuses avaries du matériel
TER_7;2015-11;Centre;8409;8285;124;984;88.1;7.4;"Ce mois constitue le plus mauvais  résultat de l'année 2015. Parmis les causes principales se retrouvent :  les conséquences des conditions automnales (patinage/enrayage ; phénomène de brouillard, orage). Une dégradation des dérangements d'installations avec des incidents très pénalisants (plusieurs incidents caténaires sur la région et hors région ; un dérangement de TVP...) ; les ralentissements qui restent également à un haut niveau (+ de 70 TER retardés sur le mois). Les causes Externes sont également à la hausse (+16%). Les autres activités (TGV, TN,IC,Fret et autres EF) n'étant pas au mieux, nos retards consécutifs aux espacements et autres incidents indirectes sont en nette augmentation (+23%). Coté transporteur , on notera une hausse des correspondances (dont une bonne partie due à la LTV de Etampes et péjorant les IC)."
TER_8;2015-11;Champagne Ardenne;5804;5673;131;357;93.7;14.9;Quelques mouvements sociaux locaux durant le mois (notamment dans la zone de Culmont-Chalindrey) + des patinages / enrayages suite aux chutes de feuilles sur les rails + des incidents sur le matériel (avec quelques demandes de secours de trains) + des dérangements d'installations diverses et de PN
TER_15;2015-11;Nord Pas de Calais;18760;18339;421;2443;86.7;6.5;
TER_18;2015-11;Poitou Charentes;3296;3250;46;337;89.6;8.6;Fort impact de la limitation temporaire de vitesse à 40km/h déjà en place depuis le mois dernier sur l'axe Poitiers-La Rochelle.
TER_4;2015-12;Basse Normandie;3269;3182;87;204;93.6;14.6;Nous terminons l'année à l'objectif malgré un mois de décembre marqué par le plan automnal qui à duré jusqu'au changement de service et qui a été suivi de difficultés de production au niveau du parc matériel. Nous avons aussi subit de nombreux retards dus à des obstacles sur la voie et à des heurts d'animaux (sangliers).
TER_5;2015-12;Bourgogne;7542;7347;195;716;90.3;9.3;"Mois de décembre pénalisé par les travaux sur Bourgogne Nord, défaillance Matériel (7200 et BGC)
Nota : Panne du PAI Melun nous faisant perdre à elle seule l'obectif du mois"
TER_12;2015-12;Limousin;4306;4274;32;271;93.7;14.8;"De manière générale, les principaux retards en décembre sont liés :
• Aux défaillances de l’infrastructure pour 1,15 point suite en particulier à des dérangements d’installations (PN, signaux, block,….) ciblés pour la majorité sur lignes 2 et 8.
• Aux causes externes pour 1,15 point  avec peu d’adhérences dégradées mais des  divagations ou heurt  de bestiaux et un bri de barrière de PN par un tiers sur ligne 2.
• Aux défaillances du matériel roulant (1,30 point), en légère baisse par rapport au mois précédent avec des avaries de portes, des difficultés de formation d’UM, d’isolements de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives. A noter une alerte radio émise le 07 décembre suite présomption de déraillement en sortie dépôt ayant impacté fortement la régularité. 
•  Aux correspondances et prises en charge clientèle (0,7 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,5 point.

Suppressions :
•  pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs. 
• pour absences et/ou défaut d’ASCT.
•  suite à rail cassé.
•  en lien avec la gestion des ressources.
• suite à gestion escale.
•  suite droit de retrait ASCT de Bordeaux.
• suite à pénétration d’une circulation électrique sur voie non électrifiée."
TER_20;2015-12;Rhône Alpes;28268;27895;373;3211;88.5;7.7;"En redressement net par rapport à novembre; les évenements externes( malveillance et colis supects),matériel et Infrastructure sont les éléments marquants de ce mois."
TER_7;2016-01;Centre;8966;8757;209;615;93.0;13.2;"Un bon début d'année quant à la ponctualité avec 24 journées au dessus de l'objectif .
Le fait du mois se porte sur le niveau des suppressions (169 au total sur les lignes Centre) avec un évènement marquant : le droit de retrait exercé par les ASCT les 11 et 12 janvier faisant suite à une agression d'un ASCT à bord d'un TER (près de 50% des suppressions du mois). Au final  près de 3,3% pour les lignes Centre soit un dépassement de 2,5pts de l'objectif mensuel. 
Le double accident de personne du 19, un fait rare car dans la même plage horaires de matinée, sur le même axe  et à moins de 20km de distance!
Pour ce premier mois des travaux du RVB,  les conséquences indirectes des travaux représentent environ 30% des retards et 3 pts de PFP sur cet axe."
TER_13;2016-01;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2016-01;Pays de la Loire;11320;11231;89;797;92.9;13.1;
TER_4;2016-02;Basse Normandie;3121;3051;70;147;95.2;19.8;Le résultat de ce mois de février reste moins bon que les années précédentes. Il est marqué par plusieurs dérangements d’installation ferroviaires (PN, caténaires…) et surtout par l’exercice du droit de retrait des contrôleurs. Ce dernier évènement, qui a fait suite à une agression, a paralysé la production le 24 février.
TER_20;2016-02;Rhône Alpes;26764;26330;434;3328;87.4;6.9;Mois difficile avec en événements marquants:l'externe ( malveillance notamment), les autres transporteurs SNCF, l'Infrastructure et le Matériel
TER_6;2016-03;Bretagne;7833;7726;107;439;94.3;16.6;
TER_10;2016-03;Haute Normandie;5634;5580;54;253;95.5;21.1;
TER_11;2016-03;Languedoc Roussillon;4268;4205;63;403;90.4;9.4;
TER_12;2016-03;Limousin;3730;3664;66;274;92.5;12.4;"""De manière générale, les principaux retards en mars sont liés :
• Aux défaillances de l’infrastructure pour 2,3 points suite en particulier à des dérangements d’intervalle sur Vieilleville, un défaut d’isolement sur le secteur circulation de Limoges ayant eu de fortes conséquences au niveau des circulations, quelques dérangements du système d’exploitation de la ligne 8,  mais aussi tout un lot de dérangements  de PN et signaux particulièrement ciblés sur les lignes 2, 3 et 8, quelques dérangements de block sur ligne 4.
• Aux causes externes pour 0,9 point  avec des  divagations ou heurts  de bestiaux, des chutes d’arbres, et quelques actes de vandalisme avec dépose d’obstacles sur la voie.
• Aux défaillances du matériel roulant (1,6 point), avec des difficultés de sorties du dépôt, des avaries de portes, des difficultés de formation d’UM, … ainsi qu’une avarie de boucle inductive. 
•  Aux correspondances et prises en charge clientèle (0,6 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,4 point.
Suppressions :
•  suppressions pour défauts ou défaillances de matériel.
•  suppressions pour absences et/ou défaut de conducteurs.
•  suppression suite réutilisation des ressources.
• suppression pour absences et/ou défaut de contrôleur.
• suppressions suite en particuliers au défaut d’isolement sur le secteur circulation du PRCI de Limoges.
•  suppressions pour causes externes"
TER_15;2016-03;Nord Pas de Calais;18120;17471;649;1436;91.8;11.2;
TER_20;2016-03;Rhône Alpes;27852;27451;401;3435;87.5;7.0;Même si la tendance est plutot à l'amélioration par rapport à février, mars reste compliqué avec toujours des événements externes et Infrastruture.
TER_12;2015-02;Limousin;3795;3755;40;229;93.9;15.4;
